brand,model_name,box_shape,platform_width,shank_strength,vamp_length,wing_height,heel_height,available_sizes,available_widths,material_composition,intended_foot_shape,price_range,availability,notes,technology_type,freed_makers,data_sources,assumptions
Gaynor Minden,Europa Sleek - Box 3 ExtraFlex,Medium-Tapered,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 3 Feather,Medium-Tapered,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 3 Hard,Medium-Tapered,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 3 Pianissimo,Medium-Tapered,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 3 Supple,Medium-Tapered,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 3+ ExtraFlex,Medium,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 3+ Feather,Medium,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 3+ Hard,Medium,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 3+ Pianissimo,Medium,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 3+ Supple,Medium,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 4 ExtraFlex,Medium-Square,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Greek, Square/Roman",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 4 Feather,Medium-Square,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Greek, Square/Roman",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 4 Hard,Medium-Square,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Greek, Square/Roman",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 4 Pianissimo,Medium-Square,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Greek, Square/Roman",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 4 Supple,Medium-Square,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Greek, Square/Roman",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 5 ExtraFlex,Square-Wide,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Square/Roman, Square/Roman",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 5 Feather,Square-Wide,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Square/Roman, Square/Roman",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 5 Hard,Square-Wide,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Square/Roman, Square/Roman",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 5 Pianissimo,Square-Wide,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Square/Roman, Square/Roman",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Sleek - Box 5 Supple,Square-Wide,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Square/Roman, Square/Roman",170,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 2 ExtraFlex,Narrow-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 2 Feather,Narrow-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 2 Hard,Narrow-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 2 Pianissimo,Narrow-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 2 Supple,Narrow-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 3 ExtraFlex,Medium-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 3 Feather,Medium-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 3 Hard,Medium-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Grishko/Nikolay,Fouette,Medium,Medium,"Hard, Medium",Long,High,Medium,"1, 1, ., 5, 2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Square/Roman",$30–68 (clearance),Discontinued,Classic tapered box with U-vamp for long even/Greek toes,Enhanced Traditional,N/A,"https://nikolay-world.com/fouette, https://www.balletbox.com/fouette",U-vamp and diagrams confirm shape.
Gaynor Minden,Lyra Classic - Box 3 Pianissimo,Medium-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 3 Supple,Medium-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 3+ ExtraFlex,Medium,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 3+ Feather,Medium,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 3+ Hard,Medium,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 3+ Pianissimo,Medium,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 3+ Supple,Medium,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 4 ExtraFlex,Medium-Square,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 4 Feather,Medium-Square,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Lyra Classic - Box 4 Hard,Medium-Square,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Greek, Square/Roman",170,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Grishko/Nikolay,Fouette Pro,Medium,Medium,"Hard, Medium",Long,High,Medium,"1, 1, ., 5, 2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Reinforced box","Greek, Square/Roman",$34–49 (rare),Discontinued,"Professional variant of Fouette, reinforced shank",Enhanced Traditional,N/A,https://nikolay-world.com/fouette-pro,Same shape as regular Fouette.
